source_gene,gene_name
Gene::54503,ZDHHC13
Gene::4504,MT3
Gene::25890,ABI3BP
Gene::494336,MIR424
Gene::149461,CLDN19
Gene::200035,NUDT17
Gene::92703,TMEM183A
Gene::84649,DGAT2
Gene::51378,ANGPT4
Gene::644100,ARL14EPL
Gene::127003,CFAP276
Gene::8748,ADAM20
Gene::728229,TMEM191B
Gene::19246,Ptpn1
Gene::203190,LGI3
Gene::119032,BORCS7
Gene::439915,KRTAP5-5
Gene::283238,SLC22A24
Gene::6422,SFRP1
Gene::160492,LMNTD1
Gene::118856,MMP21
Gene::51455,REV1
Gene::2220,FCN2
Gene::23519,ANP32D
Gene::643155,SMIM15
Gene::79971,WLS
Gene::92346,C1orf105
Gene::9378,NRXN1
Gene::4224,MEP1A
Gene::256006,ANKRD31
Gene::255809,C19orf38
Gene::116228,COX20
Gene::18129,Notch2
Gene::653437,AQP12B
Gene::100126316,MIR873
Gene::373863,DND1
Gene::114131,UCN3
Gene::645683,RPL13AP3
Gene::100302116,MIR1265
Gene::27143,PALD1
Gene::6837,MED22
Gene::79029,AFG2B
Gene::169611,OLFML2A
Gene::55344,PLCXD1
Gene::146923,RUNDC1
Gene::25870,SUMF2
Gene::64663,SPANXC
Gene::653269,POTEI
Gene::102723631,CT45A10
Gene::64799,IQCH
Gene::84869,CBR4
Gene::1149230,Y1086
Gene::3166,HMX1
Gene::151230,KLHL23
Gene::387911,C1QTNF9B
Gene::67634,Ftmt
Gene::342618,SLFN14
Gene::54816,ZNF280D
Gene::57124,CD248
Gene::729288,ZNF286B
Gene::9069,CLDN12
Gene::8263,F8A1
Gene::730087,ZNF726
Gene::339230,CCDC137
Gene::138724,SPATA31G1
Gene::9381,OTOF
Gene::127700,OSCP1
Gene::442902,MIR330
Gene::8128,ST8SIA2
Gene::9445,ITM2B
Gene::113612,CYP2U1
Gene::94033,FTMT
Gene::83697,SLC4A9
Gene::154043,CNKSR3
Gene::340665,CYP26C1
Gene::390748,PABPN1L
Gene::146547,PRSS36
Gene::135152,B3GAT2
Gene::285848,PNPLA1
Gene::84684,INSM2
Gene::6899,TBX1
Gene::357,SHROOM2
Gene::102724197,LOC102724197
Gene::11279,KLF8
Gene::126755,LRRC38
Gene::4337,MOCS1
Gene::6563,SLC14A1
Gene::139065,SLITRK4
Gene::100422909,MIR4295
Gene::55526,DHTKD1
Gene::911,CD1C
Gene::729250,PRR20E
Gene::56137,PCDHA12
Gene::140597,TCEAL2
Gene::1842,ECM2
Gene::120237,DBX1
Gene::90649,ZNF486
Gene::115123,MARCHF3
Gene::25771,TBC1D22A
Gene::65990,ANTKMT
Gene::729201,SPACA5B
Gene::140258,KRTAP13-1
Gene::5212,VIT
Gene::50937,CDON
Gene::107794811,LOC107794811
Gene::8941,CDK5R2
Gene::431705,ASTL
Gene::2856,GPR33
Gene::284371,ZNF841
Gene::353137,LCE1F
Gene::7553,ZNF7
Gene::55786,ZNF415
Gene::2710,GK
Gene::96626,LIMS3
Gene::406891,MIRLET7I
Gene::4961451,ORF65
Gene::203447,NRK
Gene::221908,PPP1R35
Gene::7547,ZIC3
Gene::100131439,CD300LD
Gene::84265,POLR3GL
Gene::11330,CTRC
Gene::6568,SLC17A1
Gene::9890,PLPPR4
Gene::85413,SLC22A16
Gene::5655,KLK10
Gene::158046,NXNL2
Gene::85290,KRTAP4-3
Gene::8838,CCN6
Gene::84560,MT4
Gene::51473,DCDC2
Gene::90233,ZNF551
Gene::10742,RAI2
Gene::402117,VWC2L
Gene::283461,REDIC1
Gene::407007,MIR222
Gene::8789,FBP2
Gene::284541,CYP4A22
Gene::85457,CIPC
Gene::55915,LANCL2
Gene::12487,Cd28
Gene::12504,Cd4
Gene::55615,PRR5
Gene::9389,SLC22A14
Gene::55733,HHAT
Gene::64078,SLC28A3
Gene::100302179,MIR1270
Gene::90550,MCU
Gene::160897,GPR180
Gene::474384,F8A3
Gene::128602,CIMIP1
Gene::100130535,VIM2P
Gene::157927,LINC02907
Gene::693129,MIR548C
Gene::284004,HEXD
Gene::63953,Dusp10
Gene::7692995,sopB
Gene::22376,Was
Gene::246181,AKR7L
Gene::93129,ORAI3
Gene::4634,MYL3
Gene::10777,ARPP21
Gene::366,AQP9
Gene::51435,SCARA3
Gene::7694,ZNF135
Gene::4675,NAP1L3
Gene::149954,BPIFB4
Gene::7802,DNALI1
Gene::29944,PNMA3
Gene::5342,PLGLB2
Gene::60312,AFAP1
Gene::1319,CORD1
Gene::553117,RPL39P5
Gene::8225,GTPBP6
Gene::2121,EVC
Gene::25878,MXRA5
Gene::28992,MACROD1
Gene::197258,FCSK
Gene::55144,LRRC8D
Gene::65009,NDRG4
Gene::84217,ZMYND12
Gene::84654,SPZ1
Gene::353145,LCE3E
Gene::374655,ZNF710
Gene::83787,ARMC10
Gene::91947,ARRDC4
Gene::55034,MOCOS
Gene::9976,CLEC2B
Gene::161835,FSIP1
Gene::11238,CA5B
Gene::400831,C20orf202
Gene::79962,DNAJC22
Gene::7582,ZNF33B
Gene::17224,Mcpt1
Gene::1044,CDX1
Gene::6473,SHOX
Gene::284677,SNHG28
Gene::8744,TNFSF9
Gene::84253,GARNL3
Gene::5105,PCK1
Gene::53842,CLDN22
Gene::6355,CCL8
Gene::79862,ZNF669
Gene::83758,RBP5
Gene::284131,ENDOV
Gene::90809,PIP4P1
Gene::158521,FMR1NB
Gene::414328,IDNK
Gene::114824,PNMA5
Gene::7392,USF2
Gene::1755,DMBT1
Gene::386683,KRTAP12-3
Gene::22339,Vegfa
Gene::28982,FLVCR1
Gene::147719,LYPD4
Gene::203328,SUSD3
Gene::23604,DAPK2
Gene::79698,ZMAT4
Gene::135138,PACRG
Gene::406886,MIRLET7D
Gene::79750,ZNF385D
Gene::3078,CFHR1
Gene::285267,ZNF619
Gene::341277,OVCH2
Gene::18566,Pdcd1
Gene::348751,FTCDNL1
Gene::730005,SEC14L6
Gene::56125,PCDHB11
Gene::494331,MIR382
Gene::389257,LRRC14B
Gene::9248,GPR50
Gene::199699,DAND5
Gene::152579,SCFD2
Gene::100996939,PYURF
Gene::1264,CNN1
Gene::26396,Map2k2
Gene::84266,ALKBH7
Gene::284114,TMEM102
Gene::192683,SCAMP5
Gene::284805,C20orf203
Gene::100134444,KCNJ18
Gene::442917,MIR372
Gene::22850,ADNP2
Gene::170712,COX7B2
Gene::9344,TAOK2
Gene::125981,ACER1
Gene::4917,NTN3
Gene::340542,BEX5
Gene::16187,Il3
Gene::340351,AGBL3
Gene::340543,TCEAL5
Gene::729993,SHISA9
Gene::84450,ZNF512
Gene::93979,CPA5
Gene::84225,ZMYND15
Gene::55040,EPN3
Gene::9050,PSTPIP2
Gene::14130,Fcgr2b
Gene::9334,B4GALT5
Gene::26582,DUX3
Gene::28442,IGHV3-23
Gene::80024,SLC8B1
Gene::653820,FAM72B
Gene::NVA265,Gene not found in NCBI database.
Gene::401551,WDR38
Gene::204962,SLC44A5
Gene::3803,KIR2DL2
Gene::83596,BCL2L12
Gene::23040,MYT1L
Gene::125919,ZNF543
Gene::155061,ZNF746
Gene::3891,KRT85
Gene::3906,LALBA
Gene::146439,BICDL2
Gene::407014,MIR25
Gene::113510,HELQ
Gene::286234,SPATA31E1
Gene::22903,BTBD3
Gene::57561,ARRDC3
Gene::9138;9181,Gene not found in NCBI database.
Gene::253430,IPMK
Gene::219539,YPEL4
Gene::645073,GAGE12G
Gene::6764,DENND2B
Gene::42536,tin
Gene::124045,SPATA33
Gene::645832,SEBOX
Gene::3342,HTC2
Gene::728194,RSPH10B2
Gene::6005,RHAG
Gene::285349,ZNF660
Gene::54097,FAM3B
Gene::126069,ZNF491
Gene::314384,Rps6ka5
Gene::126205,NLRP8
Gene::157777,MCMDC2
Gene::389336,C5orf46
Gene::130502,TTC32
Gene::730211,HSP90AA5P
Gene::10979,FERMT2
Gene::116068,LYSMD3
Gene::54033,RBM11
Gene::341640,FREM2
Gene::170371,TMEM273
Gene::349136,WDR86
Gene::487,ATP2A1
Gene::57168,ASPHD2
Gene::286527,TMSB15B
Gene::152098,ZCWPW2
Gene::100127206,MINAR2
Gene::9022,CLIC3
Gene::161394,SAMD15
Gene::9111,NMI
Gene::51629,SLC25A39
Gene::55871,ZNG1A
Gene::374907,B3GNT8
Gene::340990,OTOG
Gene::80185,TTI2
Gene::100313837,MIR762
Gene::100130342,SCGB2B3P
Gene::256714,MAP7D2
Gene::176869,daf-18
Gene::338949,TMEM202
Gene::101669765,LINC00914
Gene::441027,TMEM150C
Gene::644524,NKX2-4
Gene::128387,TATDN3
Gene::54558,SPATA6
Gene::10136,CELA3A
Gene::7739,ZNF185
Gene::100616444,ERVK-20
Gene::118490,MSS51
Gene::353219,KAAG1
Gene::340654,LIPM
Gene::23230,VPS13A
Gene::23742,NPAP1
Gene::149478,BTBD19
Gene::105371242,PPIAL4H
Gene::3283426,SC144
Gene::2165,F13B
Gene::92610,TIFA
Gene::347442,DCAF8L2
Gene::23648,SSBP3
Gene::7369,UMOD
Gene::644538,SMIM10
Gene::100527963,PMF1-BGLAP
Gene::100125556,FAM86JP
Gene::85352,SHISAL1
Gene::3543,IGLL1
Gene::347527,ARSH
Gene::27134,TJP3
Gene::84058,WDR54
Gene::84258,SYT3
Gene::140733,MACROD2
Gene::54714,CNGB3
Gene::102724473,GAGE10
Gene::100132916,SHISAL2B
Gene::64100,ELSPBP1
Gene::440854,CAPN14
Gene::28452,IGHV3-7
Gene::54521,WDR44
Gene::441381,LRRC24
Gene::113746,CIMAP1A
Gene::101060389,TBC1D3D
Gene::60505,Il21
Gene::113835,ZNF257
Gene::7036,TFR2
Gene::5681,PSKH1
Gene::17258,Mef2a
Gene::554250,GDF5-AS1
Gene::100302187,MIR1297
Gene::4314,MMP3
Gene::201158,TVP23C
Gene::6948,TCN2
Gene::155908,rev
Gene::3806,KIR2DS1
Gene::50853,VILL
Gene::28914,IGKV3-11
Gene::389396,GLYATL3
Gene::100528020,FAM187A
Gene::145482,PTGR2
Gene::53616,ADAM22
Gene::84002,B3GNT5
Gene::79582,SPAG16
Gene::102800317,TPTEP2-CSNK1E
Gene::29123,ANKRD11
Gene::65989,DLK2
Gene::55591,VEZT
Gene::284129,SLC26A11
Gene::25821,MTO1
Gene::317662,FAM149B1
Gene::3426,CFI
Gene::157697,ERICH1
Gene::12475,Cd14
Gene::284339,TMEM145
Gene::693175,MIR590
Gene::51480,VCX2
Gene::80313,LRRC27
Gene::57189,DENND11
Gene::5414,SEPTIN4
Gene::7639,ZNF85
Gene::5922,RASA2
Gene::9214,FCMR
Gene::55244,SLC47A1
Gene::54868,TMEM104
Gene::1078333,flhA
Gene::64006,ERVK-6
Gene::3872,KRT17
Gene::349334,FOXD4L4
Gene::8521,GCM1
Gene::353274,ZNF445
Gene::23007,PLCH1
Gene::4166,CHST6
Gene::137196,CCDC26
Gene::145942,TMCO5A
Gene::554202,MIR31HG
Gene::112937,GLB1L3
Gene::1490008,nef
Gene::388722,C1orf53
Gene::28907,IGKV5-2
Gene::2559,GABRA6
Gene::55713,ZNF334
Gene::406983,MIR200A
Gene::28989,NTMT1
Gene::4065,LY75
Gene::18159,Nppc
Gene::81621,KAZALD1
Gene::100129842,ZNF737
Gene::3238,HOXD12
Gene::50939,IMPG2
Gene::285600,KIAA0825
Gene::101927581,CCDC182
Gene::5890,RAD51B
Gene::5343,PLGLB1
Gene::57758,SCUBE2
Gene::1018265,OB1771
Gene::23582,CCNDBP1
Gene::7871,SLMAP
Gene::137362,GOT1L1
Gene::25903,OLFML2B
Gene::21943,Tnfsf11
Gene::266812,NAP1L5
Gene::724025,MIR655
Gene::4183,MCS
Gene::114793,FMNL2
Gene::115294,PCMTD1
Gene::4881,NPR1
Gene::344901,OSTN
Gene::100505648,RAD51-AS1
Gene::116496,NIBAN1
Gene::6561,SLC13A1
Gene::284948,SH2D6
Gene::56062,KLHL4
Gene::255762,PDZD9
Gene::10922,FASTK
Gene::100130302,SUPT20HL1
Gene::4819,NKS1
Gene::129852,CIMIP6
Gene::1433,CSE
Gene::100130733,LRRC70
Gene::91661,ZNF765
Gene::10879,SMR3B
Gene::79646,PANK3
Gene::285126,DNAJC5G
Gene::10665,TSBP1
Gene::121274,ZNF641
Gene::163033,ZNF579
Gene::100287364,USP17L18
Gene::171425,CLYBL
Gene::388125,C2CD4B
Gene::6444,SGCD
Gene::386653,IL31
Gene::146183,OTOA
Gene::80740,LY6G6C
Gene::20468107,D616_p125011
Gene::9615,GDA
Gene::9723,SEMA3E
Gene::440023,KRTAP5-6
Gene::8284,KDM5D
Gene::693218,MIR633
Gene::100462977,MTRNR2L1
Gene::392255,GDF6
Gene::794,CALB2
Gene::16367,Irs1
Gene::376940,ZC3H6
Gene::203611,CDY2B
Gene::100131378,C11orf91
Gene::261729,STEAP2
Gene::11309,SLCO2B1
Gene::653590,GGTLC5P
Gene::2124,EVI2B
Gene::56990,CDC42SE2
Gene::727851,RGPD8
Gene::84077,C3orf20
Gene::85450,ITPRIP
Gene::150209,AIFM3
Gene::2001,ELF5
Gene::55773,TBC1D23
Gene::57528,KCTD16
Gene::541468,LURAP1
Gene::5599;5601,Gene not found in NCBI database.
Gene::65999,LRRC61
Gene::57464,STRIP2
Gene::83607,AMMECR1L
Gene::143458,LDLRAD3
Gene::124872,B4GALNT2
Gene::3489,IGFBP6
Gene::56270,WDR45B
Gene::8995,TNFSF18
Gene::139886,SPIN4
Gene::5990,RFX2
Gene::406990,MIR208A
Gene::12097,Bglap2
Gene::352954,CASTOR3P
Gene::374786,EFCAB5
Gene::56287,GKN1
Gene::9435,CHST2
Gene::55251,PCMTD2
Gene::54502,RBM47
Gene::120406,NXPE2
Gene::65982,ZSCAN18
Gene::51192,CKLF
Gene::129684,CNTNAP5
Gene::132160,PPM1M
Gene::81491,GPR63
Gene::653108,CXADRP1
Gene::51076,CUTC
Gene::57692,MAGEE1
Gene::3036,HAS1
Gene::125113,KRT222
Gene::25246,Bsg
Gene::4640,MYO1A
Gene::854918,GTR1
Gene::8747,ADAM21
Gene::494470,ARK2C
Gene::11213,IRAK3
Gene::175237,daf-7
Gene::10509,SEMA4B
Gene::203562,TMEM31
Gene::148170,CDC42EP5
Gene::5989,RFX1
Gene::414060,TBC1D3C
Gene::441400,RAB1C
Gene::169834,ZNF883
Gene::102465513,MIR6852
Gene::85407,NKD1
Gene::25398,Cacna1a
Gene::729246,PRR20D
Gene::81648,Crh
Gene::5816,PVALB
Gene::7789,ZXDA
Gene::100130274,CCDC166
Gene::389856,USP27X
Gene::56637,Gsk3b
Gene::7691,ZNF132
Gene::79031,PDCL3
Gene::114034,TOE1
Gene::84455,EFCAB7
Gene::1580,CYP4B1
Gene::100288801,FRG2C
Gene::158293,FAM120AOS
Gene::1538,CYLC1
Gene::728712,SPANXA2
Gene::79932,KIAA0319L
Gene::65266,WNK4
Gene::80099,PKD1L1-AS1
Gene::1667,DEFA1
Gene::84327,ZBED3
Gene::100506144,TMEM35B
Gene::79024,SMIM2
Gene::5225,PGC
Gene::5670,PSG2
Gene::404785,POTEG
Gene::390992,HES3
Gene::400224,PLEKHD1
Gene::100128327,TRAPPC3L
Gene::200844,CFAP20DC
Gene::153339,TMEM167A
Gene::51673,TPPP3
Gene::158833,AWAT1
Gene::196483,EEF2KMT
Gene::43828,CaMKII
Gene::664618,HSP90AB4P
Gene::9796,PHYHIP
Gene::728763,CROCC2
Gene::201514,ZNF584
Gene::202134,FAM153B
Gene::23251,MINAR1
Gene::23316,CUX2
Gene::653808,ZG16
Gene::60498,IGAN1
Gene::388662,SLC6A17
Gene::8581,LY6D
Gene::245913,DEFB110
Gene::84660,CCDC62
Gene::135458,HUS1B
Gene::85449,KIAA1755
Gene::83875,BCO2
Gene::79589,RNF128
Gene::1998,ELF2
Gene::135927,LLCFC1
Gene::641455,POTEM
Gene::55240,STEAP3
Gene::90557,CCDC74A
Gene::693223,MIR638
Gene::374470,C12orf42
Gene::51058,ZNF691
Gene::81888,HYI
Gene::387332,TBPL2
Gene::5791,PTPRE
Gene::NVA363,Gene not found in NCBI database.
Gene::4752,NEK3
Gene::6815,STYX
Gene::285971,ZNF775
Gene::152831,KLB
Gene::79849,NHERF4
Gene::386677,KRTAP10-1
Gene::131669,UROC1
Gene::2953,GSTT2
Gene::54832,VPS13C
Gene::114960,TSGA13
Gene::5458,POU4F2
Gene::160298,C11orf42
Gene::219621,CABCOCO1
Gene::9792,SERTAD2
Gene::112487,DTD2
Gene::53346,TM6SF1
Gene::155054,ZNF425
Gene::3125,HLA-DRB3
Gene::442894,MIR302B
Gene::254528,MEIOB
Gene::114335,CGB1
Gene::57615,ZNF492
Gene::5454,POU3F2
Gene::29990,PILRB
Gene::144193,AMDHD1
Gene::283685,GOLGA6L2
Gene::162966,ZNF600
Gene::8447,DOC2B
Gene::574444,MIR491
Gene::5893,RAD52
Gene::54985,HCFC1R1
Gene::91894,C11orf52
Gene::84879,MFSD2A
Gene::27233,SULT1C4
Gene::765,CA6
Gene::225689,MAPK15
Gene::10089,KCNK7
Gene::16160,Il12b
Gene::10815,CPLX1
Gene::58509,CACTIN
Gene::4897,NRCAM
Gene::114814,GNRHR2
Gene::8030,CCDC6
Gene::100302196,MIR1234
Gene::643812,KRTAP27-1
Gene::102724631,POTEB3
Gene::24180,Agtr1a
Gene::165324,UBXN2A
Gene::54662,TBC1D13
Gene::4808,NHLH2
Gene::57600,FNIP2
Gene::10234,LRRC17
Gene::257144,GCSAM
Gene::4171;4172;4173;4174;4175;4176,Gene not found in NCBI database.
Gene::319,APOF
Gene::27179,IL36A
Gene::693203,MIR618
Gene::79957,PAQR6
Gene::85455,DISP2
Gene::388595,TMEM82
Gene::8777,MPDZ
Gene::401024,FSIP2
Gene::337972,KRTAP19-5
Gene::114589,Cntn5
Gene::153745,GARIN3
Gene::729747,ZNF878
Gene::729956,SHISA7
Gene::100302213,MIR1181
Gene::3451,IFNA17
Gene::136288,C7orf57
Gene::574479,MIR517A
Gene::489,ATP2A3
Gene::5803,PTPRZ1
Gene::54988,ACSM5
Gene::89857,KLHL6
Gene::729359,PLIN4
Gene::156110,nef
Gene::90827,ZNF479
Gene::406892,MIR100
Gene::400500,BCAR4
Gene::57482,CRACD
Gene::54887,BLTP3A
Gene::1668,DEFA3
Gene::6101,RP1
Gene::55858,TMEM165
Gene::728577,CNTNAP3B
Gene::6910,TBX5
Gene::392843,IQCA1L
Gene::60386,SLC25A19
Gene::129881,CFAP210
Gene::26261,FBXO24
Gene::100133220,GOLGA6L3P
Gene::3346,HTN1
Gene::64788,LMF1
Gene::641638,SNHG6
Gene::84133,ZNRF3
Gene::7827,NPHS2
Gene::219736,STOX1
Gene::23415,KCNH4
Gene::152940,SPMIP2
Gene::6892,TAPBP
Gene::653427,FOXD4L5
Gene::647310,TEX22
Gene::5994,RFXAP
Gene::8631,SKAP1
Gene::81025,GJA9
Gene::110599563,LY6G6F-LY6G6D
Gene::23074,BLTP3B
Gene::7940,LST1
Gene::407024,MIR29B1
Gene::100642175;81848;79441,Gene not found in NCBI database.
Gene::284306,ZNF547
Gene::80198,MUS81
Gene::57488,ESYT2
Gene::375190,FAM228B
Gene::9400,RECQL5
Gene::84553,FAXC
Gene::338707,B4GALNT4
Gene::285955,SPDYE1
Gene::7146,TNXA
Gene::57722,IGDCC4
Gene::6095,RORA
Gene::3624,INHBA
Gene::3929,LBP
Gene::6445,SGCG
Gene::57655,GRAMD1A
Gene::84298,LLPH
Gene::2984,GUCY2C
Gene::503834,DPRX
Gene::855418,CLA4
Gene::29124,LGALS13
Gene::219699,UNC5B
Gene::6248,RSC1A1
Gene::126731,CCSAP
Gene::64089,SNX16
Gene::127795,C1orf87
Gene::1142,CHRNB3
Gene::129293,TRABD2A
Gene::655,BMP7
Gene::3444,IFNA7
Gene::56169,GSDMC
Gene::59004,Pias4
Gene::340252,ZNF680
Gene::54716,SLC6A20
Gene::283848,CES4A
Gene::64881,PCDH20
Gene::647042,GOLGA6L10
Gene::170961,ANKRD24
Gene::407029,MIR30A
Gene::79091,METTL22
Gene::6398,SECTM1
Gene::60686,C14orf93
Gene::10712,ENTREP3
Gene::91653,BOC
Gene::160287,LDHAL6A
Gene::5149,PDE6H
Gene::29376,Irs2
Gene::388818,KRTAP26-1
Gene::7047,TGM4
Gene::79446,WDR25
Gene::1638,DCT
Gene::16193,Il6
Gene::23500,DAAM2
Gene::26050,SLITRK5
Gene::79652,TMEM204
Gene::9993,DGCR2
Gene::220869,ZNG1E
Gene::163589,TDRD5
Gene::3780,KCNN1
Gene::345643,MCIDAS
Gene::254228,CALHM5
Gene::27290,SPINK4
Gene::84939,PWWP3A
Gene::15511,Hspa1b
Gene::327657,SERPINA9
Gene::55607,PPP1R9A
Gene::255798,SMCO1
Gene::116328,C8orf34
Gene::388523,ZNF728
Gene::389813,AJM1
Gene::400798,C1orf220
Gene::284546,C1orf185
Gene::442425,FOXB2
Gene::29432,Pak2
Gene::92691,TMEM169
Gene::114826,SMYD4
Gene::53918,PELO
Gene::89932,PAPLN
Gene::3263,HPX
Gene::7429,VIL1
Gene::653220,XAGE1A
Gene::285761,DCBLD1
Gene::10446,LRRN2
Gene::220004,SAXO4
Gene::51738,GHRL
Gene::84938,ATG4C
Gene::160777,CCDC60
Gene::23567,ZNF346
Gene::63926,ANKEF1
Gene::91574,MTRFR
Gene::574034,MIR433
Gene::388228,SBK1
Gene::79899,PRR5L
Gene::144132,DNHD1
Gene::24185,Akt1
Gene::8633,UNC5C
Gene::256691,MAMDC2
Gene::394263,MUC21
Gene::100293516,ZNF587B
Gene::439996,IFIT1B
Gene::100293534,C4B_2
Gene::57579,FAM135A
Gene::60494,CCDC81
Gene::3620,IDO1
Gene::404704,CD4
Gene::283820,NOMO2
Gene::142679,DUSP19
Gene::4151,MB
Gene::170850,KCNG3
Gene::90199,WFDC8
Gene::11061,CNMD
Gene::2820,GPD2
Gene::245929,DEFB115
Gene::1378,CR1
Gene::441525,SPANXN4
Gene::84167,C19orf44
Gene::146845,CFAP52
Gene::645836,USP17L3
Gene::1827,RCAN1
Gene::101928483,NALT1
Gene::51188,SS18L2
Gene::6536,SLC6A9
Gene::89886,SLAMF9
Gene::353515,XKRYP7
Gene::645922,S100A7L2
Gene::27033,ZBTB32
Gene::728635,DHRS4L1
Gene::11183,MAP4K5
Gene::28825,IGLV1-40
Gene::151649,PP2D1
Gene::2489,FSHMD1A
Gene::124912,SPACA3
Gene::84529,CDIN1
Gene::284293,HMSD
Gene::27434,POLM
Gene::441476,STPG3
Gene::55146,ZDHHC4
Gene::8630,HSD17B6
Gene::6540,SLC6A13
Gene::22858,CILK1
Gene::10235,RASGRP2
Gene::54991,C1orf159
Gene::64763,ZNF574
Gene::192134,B3GNT6
Gene::100187907,TRAP
Gene::60495,HPSE2
Gene::8456,FOXN1
Gene::152110,NEK10
Gene::55066,PDPR
Gene::10578,GNLY
Gene::389206,BEND4
Gene::9681,DEPDC5
Gene::203245,NAIF1
Gene::23090,ZNF423
Gene::84435,ADGRA1
Gene::55687,TRMU
Gene::10894,LYVE1
Gene::8083,KAR
Gene::164684,WBP2NL
Gene::150677,OTOS
Gene::54440,SASH3
Gene::2579,GAGE7
Gene::7643,ZNF90
Gene::388743,CAPN8
Gene::10154,PLXNC1
Gene::6843,VAMP1
Gene::10402,ST3GAL6
Gene::118430,MUCL1
Gene::129303,TMEM150A
Gene::7621,ZNF70
Gene::23541,SEC14L2
Gene::116379,IL22RA2
Gene::127002,ATXN7L2
Gene::100533105,C8orf44-SGK3
Gene::100527949,GIMAP1-GIMAP5
Gene::29969,MDFIC
Gene::286514,MAGEB18
Gene::347365,ITIH6
Gene::577,ADGRB3
Gene::392360,CTSL3P
Gene::4499,MT1M
Gene::4064,CD180
Gene::57529,RTL9
Gene::92714,ARRDC1
Gene::29799,YPEL1
Gene::100129543,ZNF730
Gene::84752,B3GNT9
Gene::81928,CABLES2
Gene::364,AQP7
Gene::10974,ADIRF
Gene::22998,LIMCH1
Gene::199745,THAP8
Gene::8911,CACNA1I
Gene::3212,HOXB2
Gene::51057,WDPCP
Gene::22084,Tsc2
Gene::574038,MIR431
Gene::7772,ZNF229
Gene::4249,MGAT5
Gene::51000,SLC35B3
Gene::1836,SLC26A2
Gene::27350,APOBEC3C
Gene::3890,KRT84
Gene::6425,SFRP5
Gene::342035,GLDN
Gene::14526,Gcg
Gene::13645,Egf
Gene::92235,STYXL2
Gene::83932,SPRTN
Gene::3175,ONECUT1
Gene::253582,TMEM244
Gene::9752,PCDHA9
Gene::64180,DPEP3
Gene::255027,MPV17L
Gene::55957,LIN37
Gene::286144,TRIQK
Gene::219902,TLCD5
Gene::79946,C10orf95
Gene::7975,MAFK
Gene::100500938,CCDC179
Gene::312,ANXA13
Gene::54910,SEMA4C
Gene::3208,HPCA
Gene::3642,INSM1
Gene::84448,ABLIM2
Gene::202559,KHDRBS2
Gene::122509,IFI27L1
Gene::124808,CCDC43
Gene::147741,ZNF560
Gene::123264,SLC51B
Gene::3697,ITIH1
Gene::12506,Cd48
Gene::127670,TEDDM1
Gene::400986,ANKRD36C
Gene::54749,EPDR1
Gene::729967,MORN2
Gene::11219,TREX2
Gene::90865,IL33
Gene::56981,PRDM11
Gene::8745,ADAM23
Gene::28962,OSTM1
Gene::30811,HUNK
Gene::353345,GPR141
Gene::406939,MIR147A
Gene::4619,MYH1
Gene::344148,NCKAP5
Gene::284390,ZNF763
Gene::130535,KCTD18
Gene::656,BMP8B
Gene::255394,TCP11L2
Gene::80162,PGGHG
Gene::3898,LAD1
Gene::7007,TECTA
Gene::90378,SAMD1
Gene::57546,PDP2
Gene::388633,LDLRAD1
Gene::647219,ASCL5
Gene::90668,CARMIL3
Gene::8530,CST7
Gene::256051,ZNF549
Gene::199800,ADM5
Gene::162967,ZNF320
Gene::63901,FAM111A
Gene::5919,RARRES2
Gene::8228,PNPLA4
Gene::4086;4090,Gene not found in NCBI database.
Gene::54942,ABITRAM
Gene::26609,VCX
Gene::222194,RSBN1L
Gene::26205,GMEB2
Gene::59272,ACE2
Gene::21937,Tnfrsf1a
Gene::116159,CYYR1
Gene::56100,PCDHGB6
Gene::406941,MIR149
Gene::151295,SLC23A3
Gene::161253,REM2
Gene::645974,PABPC1L2B
Gene::57419,SLC24A3
Gene::220388,CCDC89
Gene::54413,NLGN3
Gene::141,ADPRH
Gene::17075,Epcam
Gene::504191,OR9G9
Gene::3948,LDHC
Gene::57226,LYRM2
Gene::414318,LINC02913
Gene::16185,Il2rb
Gene::574511,MIR506
Gene::9965,FGF19
Gene::138428,PTRH1
Gene::286133,SCARA5
Gene::407037,MIR320A
Gene::10715,CERS1
Gene::360,AQP3
Gene::10216,PRG4
Gene::344905,ATP13A5
Gene::3625,INHBB
Gene::84865,CCDC142
Gene::100302112,MIR1284
Gene::50809,HP1BP3
Gene::142680,SLC34A3
Gene::2728,GLC3B
Gene::26095,PTPN20
Gene::283254,HARBI1
Gene::155185,AMZ1
Gene::170392,OIT3
Gene::55291,PPP6R3
Gene::81691,REXO5
Gene::10060,ABCC9
Gene::55286,C4orf19
Gene::221091,LRRN4CL
Gene::56980,PRDM10
Gene::5554,PRH1
Gene::55331,ACER3
Gene::57484,RNF150
Gene::163115,ZNF781
Gene::9095,TBX19
Gene::3494,IGHA2
Gene::100131980,ZNF705G
Gene::150472,ZNG1B
Gene::94059,LENG9
Gene::51351,ZNF117
Gene::60529,ALX4
Gene::132332,SMIM43
Gene::161291,TMEM30B
Gene::3237,HOXD11
Gene::128346,C1orf162
Gene::3081,HGD
Gene::100130311,C17orf107
Gene::28316,CDH20
Gene::164395,TTLL9
Gene::6983,TRGV9
Gene::254295,PHYHD1
Gene::50652,PCA3
Gene::445582,POTEE
Gene::164284,APCDD1L
