#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD14A-ACY1	OPLAH	9606.ENSP00000490744	9606.ENSP00000480476	0.057	0	0	0	0	0	0.384	0.246	0.523
IRX5	SCN1B	9606.ENSP00000378132	9606.ENSP00000396915	0	0	0	0	0	0	0	0.601	0.601
JAK3	TBX21	9606.ENSP00000432511	9606.ENSP00000177694	0	0	0	0	0.141	0	0	0.378	0.443
JAK3	EPOR	9606.ENSP00000432511	9606.ENSP00000222139	0	0	0	0	0.044	0.091	0.800	0.661	0.933
JAK3	KRAS	9606.ENSP00000432511	9606.ENSP00000256078	0	0	0	0	0.074	0.110	0.400	0.580	0.764
JAK3	DNMT3A	9606.ENSP00000432511	9606.ENSP00000264709	0	0	0	0	0.056	0.058	0	0.420	0.439
JAK3	IL22RA1	9606.ENSP00000432511	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.215	0.713
JAK3	OSMR	9606.ENSP00000432511	9606.ENSP00000274276	0	0	0	0	0.057	0	0.800	0.260	0.848
JAK3	CCR2	9606.ENSP00000432511	9606.ENSP00000292301	0	0	0	0	0.148	0	0.650	0.242	0.754
JAK3	RAG1	9606.ENSP00000432511	9606.ENSP00000299440	0	0	0	0	0.060	0	0	0.688	0.694
JAK3	CD3D	9606.ENSP00000432511	9606.ENSP00000300692	0	0	0	0	0.145	0.108	0	0.357	0.466
JAK3	GH1	9606.ENSP00000432511	9606.ENSP00000312673	0	0	0	0	0	0	0.650	0.072	0.661
JAK3	CD40LG	9606.ENSP00000432511	9606.ENSP00000359663	0	0	0	0	0.143	0	0	0.371	0.438
JAK3	TNF	9606.ENSP00000432511	9606.ENSP00000398698	0	0	0	0	0.118	0.057	0	0.517	0.563
JAK3	ASB3	9606.ENSP00000432511	9606.ENSP00000499751	0	0	0	0	0.087	0.095	0	0.503	0.553
JAK3	CCR3	9606.ENSP00000432511	9606.ENSP00000441600	0	0	0	0	0.102	0	0.650	0.176	0.718
JAML	HCST	9606.ENSP00000348635	9606.ENSP00000246551	0	0	0	0	0.288	0	0	0.226	0.425
JAML	ELF4	9606.ENSP00000348635	9606.ENSP00000311280	0	0	0.409	0	0.042	0	0	0.046	0.412
JPH3	TRDN	9606.ENSP00000284262	9606.ENSP00000333984	0	0	0	0	0.189	0.094	0.540	0.701	0.885
KCND3	CD74	9606.ENSP00000319591	9606.ENSP00000009530	0.052	0	0	0	0.307	0.289	0	0.074	0.510
KCND3	KCNQ4	9606.ENSP00000319591	9606.ENSP00000262916	0	0	0.244	0.572	0.075	0.076	0	0.300	0.488
KCND3	GPD1L	9606.ENSP00000319591	9606.ENSP00000282541	0	0	0	0	0	0	0	0.664	0.664
KCND3	KCNE2	9606.ENSP00000319591	9606.ENSP00000290310	0	0	0	0	0	0	0	0.771	0.771
KCND3	TRDN	9606.ENSP00000319591	9606.ENSP00000333984	0	0	0	0	0	0.071	0	0.410	0.428
KCND3	ATP2A2	9606.ENSP00000319591	9606.ENSP00000440045	0	0	0	0	0	0	0	0.450	0.450
KCND3	FGF12	9606.ENSP00000319591	9606.ENSP00000413496	0	0	0	0	0.129	0.042	0	0.427	0.481
KCND3	RPL17-C18orf32	9606.ENSP00000319591	9606.ENSP00000463379	0	0	0	0	0.293	0.289	0	0.091	0.503
KCND3	SLMAP	9606.ENSP00000319591	9606.ENSP00000499241	0	0	0	0	0	0	0	0.581	0.581
KCND3	SCN1B	9606.ENSP00000319591	9606.ENSP00000396915	0	0	0	0	0.084	0.292	0	0.837	0.885
KCNE2	KCNQ4	9606.ENSP00000290310	9606.ENSP00000262916	0	0	0	0	0	0	0	0.523	0.523
KCNE2	GPD1L	9606.ENSP00000290310	9606.ENSP00000282541	0	0	0	0	0	0	0	0.779	0.779
KCNE2	IRX5	9606.ENSP00000290310	9606.ENSP00000378132	0	0	0	0	0	0	0	0.540	0.540
KCNE2	TRDN	9606.ENSP00000290310	9606.ENSP00000333984	0	0	0	0	0	0	0	0.570	0.570
KCNE2	KCND3	9606.ENSP00000290310	9606.ENSP00000319591	0	0	0	0	0	0	0	0.771	0.771
KCNE2	SCN1B	9606.ENSP00000290310	9606.ENSP00000396915	0	0	0	0	0	0	0	0.786	0.786
KCNQ4	CD74	9606.ENSP00000262916	9606.ENSP00000009530	0.052	0	0	0	0.296	0.289	0	0.074	0.501
KCNQ4	KCND3	9606.ENSP00000262916	9606.ENSP00000319591	0	0	0.244	0.572	0.075	0.076	0	0.300	0.488
KCNQ4	RPL17-C18orf32	9606.ENSP00000262916	9606.ENSP00000463379	0	0	0	0	0.293	0.289	0	0.091	0.503
KCNQ4	KCNE2	9606.ENSP00000262916	9606.ENSP00000290310	0	0	0	0	0	0	0	0.523	0.523
KCNQ4	OTOGL	9606.ENSP00000262916	9606.ENSP00000447211	0	0	0	0	0.109	0.128	0	0.532	0.604
KIAA0319	ACOT13	9606.ENSP00000367459	9606.ENSP00000230048	0	0	0	0	0.042	0	0	0.945	0.945
KIAA0319	CD3D	9606.ENSP00000367459	9606.ENSP00000300692	0	0	0	0	0	0.070	0.400	0.042	0.418
KIAA0319	AGFG1	9606.ENSP00000367459	9606.ENSP00000387282	0	0	0	0	0	0	0.500	0.051	0.505
KIAA0319	DCDC2C	9606.ENSP00000367459	9606.ENSP00000382097	0	0	0	0	0	0.058	0	0.549	0.557
KIAA0930	SFN	9606.ENSP00000251993	9606.ENSP00000340989	0	0	0	0	0	0.829	0	0	0.829
KIAA1549L	C11orf91	9606.ENSP00000315295	9606.ENSP00000368296	0	0	0	0	0	0	0	0.446	0.446
KLF1	EPOR	9606.ENSP00000264834	9606.ENSP00000222139	0	0	0	0	0.140	0	0	0.739	0.766
KLF1	ELF4	9606.ENSP00000264834	9606.ENSP00000311280	0	0	0	0	0	0.068	0	0.395	0.412
KLF1	ASCL1	9606.ENSP00000264834	9606.ENSP00000266744	0	0	0	0	0.059	0.091	0	0.404	0.446
KLF1	RHD	9606.ENSP00000264834	9606.ENSP00000339577	0	0	0	0	0.357	0	0	0.233	0.486
KLF1	TRIM58	9606.ENSP00000264834	9606.ENSP00000355437	0	0	0	0	0.443	0.065	0	0.299	0.603
KLF1	HBB	9606.ENSP00000264834	9606.ENSP00000494175	0	0	0	0	0.075	0	0	0.885	0.889
KLHL25	TNFAIP1	9606.ENSP00000336800	9606.ENSP00000226225	0	0	0	0	0.067	0	0.900	0.056	0.904
KLHL25	KLHL41	9606.ENSP00000336800	9606.ENSP00000284669	0	0	0.185	0.682	0	0	0.900	0.047	0.915
KLHL25	RNF152	9606.ENSP00000336800	9606.ENSP00000316628	0	0	0	0	0	0	0	0.442	0.442
KLHL41	TNFAIP1	9606.ENSP00000284669	9606.ENSP00000226225	0	0	0	0	0	0	0.900	0.042	0.900
KLHL41	TRDN	9606.ENSP00000284669	9606.ENSP00000333984	0	0	0	0	0.503	0	0	0	0.503
KLHL41	SLN	9606.ENSP00000284669	9606.ENSP00000435380	0	0	0	0	0.748	0	0	0	0.748
KLHL41	KLHL25	9606.ENSP00000284669	9606.ENSP00000336800	0	0	0.185	0.682	0	0	0.900	0.047	0.915
KRAS	CD74	9606.ENSP00000256078	9606.ENSP00000009530	0	0	0	0	0.071	0.114	0	0.398	0.461
KRAS	CSK	9606.ENSP00000256078	9606.ENSP00000220003	0	0	0	0	0.079	0.110	0.500	0.172	0.616
KRAS	EPOR	9606.ENSP00000256078	9606.ENSP00000222139	0	0	0	0	0	0	0.500	0.193	0.579
KRAS	FGF23	9606.ENSP00000256078	9606.ENSP00000237837	0	0	0	0	0.067	0.045	0.500	0.162	0.576
KRAS	EGR1	9606.ENSP00000256078	9606.ENSP00000239938	0	0	0	0	0	0.091	0	0.373	0.405
KRAS	LGALS3	9606.ENSP00000256078	9606.ENSP00000254301	0	0	0	0	0.042	0.164	0	0.953	0.959
KRAS	FOSL1	9606.ENSP00000256078	9606.ENSP00000310170	0	0	0	0	0	0.074	0	0.381	0.402
KRAS	SQSTM1	9606.ENSP00000256078	9606.ENSP00000374455	0	0	0	0	0.042	0.130	0	0.344	0.405
KRAS	SFN	9606.ENSP00000256078	9606.ENSP00000340989	0	0	0	0	0.082	0.178	0	0.285	0.414
KRAS	FOXO1	9606.ENSP00000256078	9606.ENSP00000368880	0	0	0	0	0.060	0.053	0	0.403	0.422
KRAS	FAT4	9606.ENSP00000256078	9606.ENSP00000377862	0	0	0	0	0	0.047	0	0.423	0.426
KRAS	LIN28B	9606.ENSP00000256078	9606.ENSP00000344401	0	0	0	0	0.055	0.045	0.104	0.419	0.468
KRAS	RPS6KB2	9606.ENSP00000256078	9606.ENSP00000308413	0	0	0	0	0.068	0.135	0	0.401	0.475
KRAS	AXIN1	9606.ENSP00000256078	9606.ENSP00000262320	0	0	0	0	0.049	0	0	0.478	0.482
KRAS	ROCK2	9606.ENSP00000256078	9606.ENSP00000317985	0	0	0	0	0.116	0.362	0	0.219	0.521
KRAS	SHH	9606.ENSP00000256078	9606.ENSP00000297261	0	0	0	0	0	0.071	0	0.522	0.537
KRAS	NCBP2AS2	9606.ENSP00000256078	9606.ENSP00000488305	0	0	0	0	0.042	0.162	0	0.481	0.546
KRAS	LYPLA1	9606.ENSP00000256078	9606.ENSP00000320043	0	0	0	0	0.077	0	0.500	0.151	0.574
KRAS	NDRG4	9606.ENSP00000256078	9606.ENSP00000377823	0	0	0	0	0.058	0.093	0	0.578	0.608
KRAS	PDCD1	9606.ENSP00000256078	9606.ENSP00000335062	0	0	0	0	0.103	0	0	0.584	0.610
KRAS	CDC42	9606.ENSP00000256078	9606.ENSP00000497733	0	0	0	0.757	0.118	0.254	0	0.458	0.613
KRAS	TEK	9606.ENSP00000256078	9606.ENSP00000369375	0	0	0	0	0	0.071	0.500	0.333	0.663
KRAS	DNMT3A	9606.ENSP00000256078	9606.ENSP00000264709	0	0	0	0	0.049	0.071	0	0.650	0.664
KRAS	ERBIN	9606.ENSP00000256078	9606.ENSP00000426632	0	0	0	0	0.056	0.414	0	0.517	0.709
KRAS	TNF	9606.ENSP00000256078	9606.ENSP00000398698	0	0	0	0	0.067	0	0	0.710	0.717
KRAS	JAK3	9606.ENSP00000256078	9606.ENSP00000432511	0	0	0	0	0.074	0.110	0.400	0.580	0.764
KRAS	RASSF5	9606.ENSP00000256078	9606.ENSP00000462099	0	0	0	0	0	0.313	0.900	0.752	0.981
KRAS	RASSF1	9606.ENSP00000256078	9606.ENSP00000349547	0	0	0	0	0	0.070	0.900	0.880	0.987
LAP3	IFI44L	9606.ENSP00000226299	9606.ENSP00000359787	0	0	0	0	0.629	0	0	0	0.629
LAP3	IFIT3	9606.ENSP00000226299	9606.ENSP00000360876	0.042	0	0	0	0.635	0	0	0	0.635
LBP	C9	9606.ENSP00000217407	9606.ENSP00000263408	0	0	0	0	0.139	0	0	0.350	0.416
LBP	TIMP1	9606.ENSP00000217407	9606.ENSP00000218388	0	0	0	0	0.042	0	0.400	0.175	0.484
LBP	TNF	9606.ENSP00000217407	9606.ENSP00000398698	0	0	0	0	0	0	0	0.689	0.689
LGALS3	CD74	9606.ENSP00000254301	9606.ENSP00000009530	0	0	0	0	0.099	0	0	0.392	0.429
LGALS3	TIMP1	9606.ENSP00000254301	9606.ENSP00000218388	0	0	0	0	0.197	0	0	0.693	0.743
LGALS3	SQSTM1	9606.ENSP00000254301	9606.ENSP00000374455	0	0	0	0	0.068	0.226	0	0.339	0.481
LGALS3	AIF1	9606.ENSP00000254301	9606.ENSP00000365227	0	0	0	0	0.049	0	0	0.516	0.520
LGALS3	PDCD1	9606.ENSP00000254301	9606.ENSP00000335062	0	0	0	0	0	0	0	0.536	0.536
LGALS3	TYRO3	9606.ENSP00000254301	9606.ENSP00000263798	0	0	0	0	0	0	0	0.554	0.554
LGALS3	DPP4	9606.ENSP00000254301	9606.ENSP00000353731	0	0	0	0	0.058	0	0	0.569	0.576
LGALS3	NPPB	9606.ENSP00000254301	9606.ENSP00000365651	0	0	0	0	0	0	0	0.576	0.576
LGALS3	TNF	9606.ENSP00000254301	9606.ENSP00000398698	0	0	0	0	0.086	0	0	0.608	0.626
LGALS3	CCR2	9606.ENSP00000254301	9606.ENSP00000292301	0	0	0	0	0.059	0	0	0.622	0.629
LGALS3	CSPG4	9606.ENSP00000254301	9606.ENSP00000312506	0	0	0	0	0.064	0.245	0	0.867	0.897
LGALS3	KRAS	9606.ENSP00000254301	9606.ENSP00000256078	0	0	0	0	0.042	0.164	0	0.953	0.959
LGI1	SCN1B	9606.ENSP00000360472	9606.ENSP00000396915	0	0	0	0	0.068	0	0	0.409	0.426
LGI1	BICRA	9606.ENSP00000360472	9606.ENSP00000379946	0	0	0	0	0	0	0	0.491	0.491
LILRB3	PILRA	9606.ENSP00000245620	9606.ENSP00000198536	0	0	0	0	0.264	0	0	0.323	0.480
LILRB3	HLA-G	9606.ENSP00000245620	9606.ENSP00000366024	0	0	0	0	0.121	0	0.500	0.358	0.693
LIN28B	KRAS	9606.ENSP00000344401	9606.ENSP00000256078	0	0	0	0	0.055	0.045	0.104	0.419	0.468
LIN28B	DGCR8	9606.ENSP00000344401	9606.ENSP00000263209	0	0	0	0	0	0	0	0.639	0.639
LIN28B	NPR3	9606.ENSP00000344401	9606.ENSP00000265074	0	0	0	0	0	0	0	0.638	0.638
LIN7B	CDC42	9606.ENSP00000221459	9606.ENSP00000497733	0	0	0	0	0	0	0	0.417	0.417
LMTK2	HPN	9606.ENSP00000297293	9606.ENSP00000262626	0	0	0	0	0	0	0	0.451	0.451
LMTK2	IL16	9606.ENSP00000297293	9606.ENSP00000302935	0	0	0	0	0	0	0	0.491	0.491
LRRC4B	NLGN2	9606.ENSP00000498662	9606.ENSP00000305288	0	0	0	0	0.187	0.045	0	0.537	0.609
LRRC8D	LRRC8E	9606.ENSP00000338887	9606.ENSP00000479953	0	0	0.066	0.947	0	0	0.500	0.077	0.531
LRRC8E	MOCOS	9606.ENSP00000479953	9606.ENSP00000261326	0	0	0	0	0.470	0	0	0	0.470
LRRC8E	LRRC8D	9606.ENSP00000479953	9606.ENSP00000338887	0	0	0.066	0.947	0	0	0.500	0.077	0.531
LRRTM2	NLGN2	9606.ENSP00000274711	9606.ENSP00000305288	0	0	0	0	0	0.045	0	0.648	0.650
LRRTM2	CEMIP2	9606.ENSP00000274711	9606.ENSP00000366243	0	0	0	0	0	0	0	0.924	0.924
LRTOMT	BCHE	9606.ENSP00000305742	9606.ENSP00000264381	0	0	0	0	0.055	0	0	0.417	0.426
LRTOMT	UGT1A6	9606.ENSP00000305742	9606.ENSP00000303174	0	0	0	0	0	0.067	0.650	0.490	0.819
LRTOMT	H6PD	9606.ENSP00000305742	9606.ENSP00000473348	0.115	0	0	0	0.050	0	0.408	0.137	0.512
LSM10	PPRC1	9606.ENSP00000319341	9606.ENSP00000278070	0	0	0	0	0.043	0.505	0	0.051	0.511
LSM10	UPK3BL1	9606.ENSP00000319341	9606.ENSP00000342938	0	0	0	0	0.242	0.287	0	0	0.436
LSM10	WDR53	9606.ENSP00000319341	9606.ENSP00000328079	0	0	0	0	0.074	0.429	0	0	0.448
LSM10	RNF113A	9606.ENSP00000319341	9606.ENSP00000360497	0	0	0	0	0.107	0.435	0	0.070	0.489
LXN	PIWIL2	9606.ENSP00000264265	9606.ENSP00000349208	0	0	0	0	0	0	0	0.400	0.400
LXN	DNMT3A	9606.ENSP00000264265	9606.ENSP00000264709	0	0	0	0	0.047	0	0	0.410	0.413
LY75-CD302	CD276	9606.ENSP00000423463	9606.ENSP00000320084	0	0	0	0	0	0	0	0.433	0.433
LY75-CD302	CIPC	9606.ENSP00000423463	9606.ENSP00000355319	0	0	0.414	0	0	0	0	0	0.414
LY75-CD302	CD1C	9606.ENSP00000423463	9606.ENSP00000357152	0	0	0	0	0.062	0	0	0.620	0.628
LY75-CD302	CD40LG	9606.ENSP00000423463	9606.ENSP00000359663	0	0	0	0	0.067	0	0	0.504	0.517
LY75-CD302	TNF	9606.ENSP00000423463	9606.ENSP00000398698	0	0	0	0	0.072	0	0	0.482	0.499
LYPD6B	TATDN3	9606.ENSP00000387077	9606.ENSP00000431376	0	0	0	0	0	0	0	0.570	0.570
LYPLA1	KRAS	9606.ENSP00000320043	9606.ENSP00000256078	0	0	0	0	0.077	0	0.500	0.151	0.574
LYPLA1	ZDHHC13	9606.ENSP00000320043	9606.ENSP00000400113	0	0	0	0	0.054	0	0	0.471	0.478
MACROD1	APLF	9606.ENSP00000255681	9606.ENSP00000307004	0	0	0	0	0	0	0	0.450	0.450
MACROD1	SEC14L1	9606.ENSP00000255681	9606.ENSP00000376268	0	0	0	0	0.047	0	0	0.452	0.456
MACROD1	PARP15	9606.ENSP00000255681	9606.ENSP00000417214	0	0	0.241	0.584	0	0	0	0.345	0.481
MACROD1	PARP12	9606.ENSP00000255681	9606.ENSP00000263549	0	0	0	0	0.060	0	0	0.511	0.521
MACROD2	APLF	9606.ENSP00000217246	9606.ENSP00000307004	0	0	0	0	0.061	0	0	0.440	0.452
MACROD2	PARP12	9606.ENSP00000217246	9606.ENSP00000263549	0	0	0	0	0.055	0	0	0.453	0.461
MACROD2	PARP15	9606.ENSP00000217246	9606.ENSP00000417214	0	0	0.246	0.573	0.049	0	0	0.339	0.485
MALT1	MAPK13	9606.ENSP00000497997	9606.ENSP00000211287	0	0	0	0	0.073	0.099	0.900	0.106	0.915
MALT1	TNF	9606.ENSP00000497997	9606.ENSP00000398698	0	0	0	0	0.044	0.053	0	0.598	0.604
MALT1	FOXP1-2	9606.ENSP00000497997	9606.ENSP00000497585	0	0	0	0	0	0.056	0	0.447	0.456
MAP3K21	CDC42	9606.ENSP00000355583	9606.ENSP00000497733	0	0	0	0	0.074	0.112	0	0.478	0.533
MAP3K4	MAPK13	9606.ENSP00000375986	9606.ENSP00000211287	0	0	0	0.627	0.049	0.547	0	0.259	0.653
MAP3K4	AXIN1	9606.ENSP00000375986	9606.ENSP00000262320	0	0	0	0	0.095	0.345	0	0.494	0.674
MAP3K4	ASB3	9606.ENSP00000375986	9606.ENSP00000499751	0	0	0	0	0.050	0.067	0	0.380	0.403
MAP3K4	CDC42	9606.ENSP00000375986	9606.ENSP00000497733	0	0	0	0	0.042	0.603	0	0.895	0.956
MAPK13	F2R	9606.ENSP00000211287	9606.ENSP00000321326	0	0	0	0	0.055	0.052	0	0.384	0.400
MAPK13	UMPS	9606.ENSP00000211287	9606.ENSP00000232607	0	0.003	0	0	0	0	0	0.407	0.407
MAPK13	SLC2A4RG	9606.ENSP00000211287	9606.ENSP00000266077	0	0	0	0	0.048	0.152	0	0.411	0.483
MAPK13	ATF1	9606.ENSP00000211287	9606.ENSP00000262053	0	0	0	0	0.069	0	0	0.540	0.554
MAPK13	TNF	9606.ENSP00000211287	9606.ENSP00000398698	0	0	0	0	0.077	0	0	0.583	0.598
MAPK13	SQSTM1	9606.ENSP00000211287	9606.ENSP00000374455	0	0	0	0	0.070	0.311	0	0.471	0.632
MAPK13	MAP3K4	9606.ENSP00000211287	9606.ENSP00000375986	0	0	0	0.627	0.049	0.547	0	0.259	0.653
MAPK13	FOSL1	9606.ENSP00000211287	9606.ENSP00000310170	0	0	0	0	0.042	0.256	0.650	0.451	0.844
MAPK13	MALT1	9606.ENSP00000211287	9606.ENSP00000497997	0	0	0	0	0.073	0.099	0.900	0.106	0.915
MAPK13	FOXO1	9606.ENSP00000211287	9606.ENSP00000368880	0	0	0	0	0.049	0.057	0.900	0.273	0.926
MAPK13	MAPKAPK5	9606.ENSP00000211287	9606.ENSP00000449381	0	0	0	0.609	0.081	0.368	0.900	0.168	0.945
MAPK13	CDC42	9606.ENSP00000211287	9606.ENSP00000497733	0	0	0	0	0.063	0.125	0.900	0.419	0.946
MAPKAPK5	MAPK13	9606.ENSP00000449381	9606.ENSP00000211287	0	0	0	0.609	0.081	0.368	0.900	0.168	0.945
MAPKAPK5	FOXO1	9606.ENSP00000449381	9606.ENSP00000368880	0	0	0	0	0	0	0.750	0.155	0.779
MARCHF10	MARCHF4	9606.ENSP00000463080	9606.ENSP00000273067	0	0	0	0	0.042	0	0	0.582	0.582
MARCHF10	MARCHF3	9606.ENSP00000463080	9606.ENSP00000309141	0	0	0	0	0	0	0	0.627	0.627
MARCHF10	METTL2A	9606.ENSP00000463080	9606.ENSP00000309610	0	0	0	0	0	0	0	0.452	0.452
MARCHF3	MINAR2	9606.ENSP00000309141	9606.ENSP00000454268	0	0	0	0	0	0	0	0.432	0.432
MARCHF3	MARCHF7	9606.ENSP00000309141	9606.ENSP00000386830	0	0	0	0	0	0	0	0.488	0.488
MARCHF3	C5orf63	9606.ENSP00000309141	9606.ENSP00000454153	0	0	0	0	0.042	0	0	0.570	0.570
MARCHF3	MARCHF10	9606.ENSP00000309141	9606.ENSP00000463080	0	0	0	0	0	0	0	0.627	0.627
MARCHF4	MARCHF7	9606.ENSP00000273067	9606.ENSP00000386830	0	0	0	0	0	0	0	0.474	0.474
MARCHF4	MARCHF10	9606.ENSP00000273067	9606.ENSP00000463080	0	0	0	0	0.042	0	0	0.582	0.582
MARCHF7	MARCHF4	9606.ENSP00000386830	9606.ENSP00000273067	0	0	0	0	0	0	0	0.474	0.474
MARCHF7	MARCHF3	9606.ENSP00000386830	9606.ENSP00000309141	0	0	0	0	0	0	0	0.488	0.488
MCF2	RHOG	9606.ENSP00000430276	9606.ENSP00000339467	0	0	0	0	0	0.107	0.400	0.743	0.850
MCF2	CDC42	9606.ENSP00000430276	9606.ENSP00000497733	0	0	0	0	0	0.454	0.400	0.901	0.964
MCU	MCUB	9606.ENSP00000362144	9606.ENSP00000378145	0	0	0.078	0.923	0	0.148	0.900	0.661	0.969
MCUB	MCU	9606.ENSP00000378145	9606.ENSP00000362144	0	0	0.078	0.923	0	0.148	0.900	0.661	0.969
METTL11B	METTL21A	9606.ENSP00000408058	9606.ENSP00000272839	0	0	0	0	0.101	0	0	0.433	0.468
METTL11B	METTL18	9606.ENSP00000408058	9606.ENSP00000307975	0	0	0	0	0.089	0	0	0.558	0.580
METTL18	METTL21A	9606.ENSP00000307975	9606.ENSP00000272839	0	0	0	0	0.072	0	0	0.734	0.743
METTL18	METTL11B	9606.ENSP00000307975	9606.ENSP00000408058	0	0	0	0	0.089	0	0	0.558	0.580
METTL21A	METTL11B	9606.ENSP00000272839	9606.ENSP00000408058	0	0	0	0	0.101	0	0	0.433	0.468
METTL21A	METTL18	9606.ENSP00000272839	9606.ENSP00000307975	0	0	0	0	0.072	0	0	0.734	0.743
METTL2A	MARCHF10	9606.ENSP00000309610	9606.ENSP00000463080	0	0	0	0	0	0	0	0.452	0.452
MINAR2	OCM2	9606.ENSP00000454268	9606.ENSP00000257627	0	0	0	0	0	0	0	0.435	0.435
MINAR2	MARCHF3	9606.ENSP00000454268	9606.ENSP00000309141	0	0	0	0	0	0	0	0.432	0.432
MINAR2	C5orf63	9606.ENSP00000454268	9606.ENSP00000454153	0	0	0	0	0	0	0	0.542	0.542
MLANA	SHROOM2	9606.ENSP00000370886	9606.ENSP00000370299	0	0	0	0	0.044	0	0	0.426	0.427
MMAB	CBL	9606.ENSP00000445920	9606.ENSP00000264033	0	0	0	0	0.047	0	0	0.828	0.829
MMAB	CILP2	9606.ENSP00000445920	9606.ENSP00000291495	0	0	0	0	0	0	0	0.478	0.478
MMAB	CD320	9606.ENSP00000445920	9606.ENSP00000301458	0	0	0	0	0.049	0	0	0.845	0.846
MOCOS	NPVF	9606.ENSP00000261326	9606.ENSP00000222674	0	0	0	0	0	0	0.792	0.050	0.793
MOCOS	HSD17B8	9606.ENSP00000261326	9606.ENSP00000363794	0	0	0	0	0.064	0.384	0	0.112	0.444
MOCOS	LRRC8E	9606.ENSP00000261326	9606.ENSP00000479953	0	0	0	0	0.470	0	0	0	0.470
MOCOS	MOCS1	9606.ENSP00000261326	9606.ENSP00000344794	0.212	0	0	0	0	0.088	0	0.603	0.690
MOCS1	MOCOS	9606.ENSP00000344794	9606.ENSP00000261326	0.212	0	0	0	0	0.088	0	0.603	0.690
MRPS24	SPPL2A	9606.ENSP00000318158	9606.ENSP00000261854	0	0	0	0	0	0	0	0.444	0.444
MSS51	COX20	9606.ENSP00000299432	9606.ENSP00000355486	0	0	0	0	0	0	0	0.507	0.507
MTMR14	MTMR9	9606.ENSP00000296003	9606.ENSP00000221086	0	0	0	0	0.056	0	0	0.515	0.522
MTMR14	ATG101	9606.ENSP00000296003	9606.ENSP00000338990	0	0	0	0	0.055	0	0	0.449	0.457
MTMR9	MTMR14	9606.ENSP00000221086	9606.ENSP00000296003	0	0	0	0	0.056	0	0	0.515	0.522
MTO1	GTPBP3	9606.ENSP00000402038	9606.ENSP00000351644	0.111	0.015	0.509	0	0.693	0.291	0.585	0.931	0.996
MTRNR2L10	FAM25A	9606.ENSP00000442159	9606.ENSP00000342790	0	0	0	0	0	0	0	0.446	0.446
MTRNR2L10	PAGE2B	9606.ENSP00000442159	9606.ENSP00000364110	0	0	0	0	0	0	0	0.419	0.418
MTRNR2L10	MTRNR2L12	9606.ENSP00000442159	9606.ENSP00000468991	0	0	0	0	0.248	0	0	0.514	0.618
MTRNR2L12	MTRNR2L10	9606.ENSP00000468991	9606.ENSP00000442159	0	0	0	0	0.248	0	0	0.514	0.618
MUS81	REV1	9606.ENSP00000307853	9606.ENSP00000258428	0	0	0	0	0.064	0.091	0	0.705	0.727
MUS81	FANCC	9606.ENSP00000307853	9606.ENSP00000289081	0	0	0	0	0.073	0	0.500	0.473	0.735
MUS81	RAG1	9606.ENSP00000307853	9606.ENSP00000299440	0	0	0	0	0	0	0.540	0.071	0.554
MUS81	RNF212	9606.ENSP00000307853	9606.ENSP00000389709	0	0	0	0	0	0	0	0.586	0.586
MUS81	RAD54B	9606.ENSP00000307853	9606.ENSP00000336606	0	0	0	0	0.087	0.357	0	0.629	0.763
MUS81	HLTF	9606.ENSP00000307853	9606.ENSP00000308944	0	0	0	0	0	0.295	0	0.725	0.798
MUS81	RECQL5	9606.ENSP00000307853	9606.ENSP00000317636	0	0	0	0	0.109	0.576	0	0.727	0.888
MYBPHL	SLN	9606.ENSP00000349678	9606.ENSP00000435380	0	0	0	0	0.292	0	0	0.192	0.404
NCBP2AS2	KRAS	9606.ENSP00000488305	9606.ENSP00000256078	0	0	0	0	0.042	0.162	0	0.481	0.546
NDRG4	KRAS	9606.ENSP00000377823	9606.ENSP00000256078	0	0	0	0	0.058	0.093	0	0.578	0.608
NDRG4	HLTF	9606.ENSP00000377823	9606.ENSP00000308944	0	0	0	0	0.042	0	0	0.422	0.422
NGF	TIMP1	9606.ENSP00000358525	9606.ENSP00000218388	0	0	0	0	0	0	0	0.425	0.425
NGF	EGR1	9606.ENSP00000358525	9606.ENSP00000239938	0	0	0	0	0	0	0	0.727	0.727
NGF	EGR2	9606.ENSP00000358525	9606.ENSP00000242480	0	0	0	0	0	0	0	0.409	0.409
NGF	BCHE	9606.ENSP00000358525	9606.ENSP00000264381	0	0	0	0	0	0	0	0.454	0.454
NGF	SHH	9606.ENSP00000358525	9606.ENSP00000297261	0	0	0	0	0.042	0	0	0.463	0.463
NGF	IL16	9606.ENSP00000358525	9606.ENSP00000302935	0	0	0	0	0	0	0	0.400	0.400
NGF	RHOG	9606.ENSP00000358525	9606.ENSP00000339467	0	0	0	0	0	0	0	0.513	0.513
NGF	CDC42	9606.ENSP00000358525	9606.ENSP00000497733	0	0	0	0	0	0	0	0.423	0.423
NGF	CD40LG	9606.ENSP00000358525	9606.ENSP00000359663	0	0	0	0	0	0	0	0.500	0.500
NGF	BEX1	9606.ENSP00000358525	9606.ENSP00000361813	0	0	0	0	0	0	0	0.506	0.506
